worker_id,date,daily_earnings,tier,day_of_week,zone_demand_factor,seasonal_multiplier,avg_weekly_earnings_4w
W0016,2025-02-18,414.89,0,1,1.02,0.89,630.06
W0016,2025-02-19,584.04,0,2,1.01,1.09,618.11
W0016,2025-02-20,521.41,0,3,1.24,0.81,616.31
W0016,2025-02-21,668.64,0,4,0.93,1.14,611.57
W0016,2025-02-22,666.55,0,5,0.86,1.12,614.29
W0016,2025-02-23,786.35,0,6,1.17,1.08,616.66
W0016,2025-02-24,643.89,0,0,1.11,1.11,624.04
W0016,2025-02-25,689.6,0,1,1.21,1.12,624.87
W0016,2025-02-26,500.08,0,2,1.1,0.87,627.46
W0016,2025-02-27,542.02,0,3,1.29,0.92,622.56
W0016,2025-02-28,621.83,0,4,1.06,1.16,619.57
W0017,2025-02-01,1025.47,1,5,1.21,0.85,974.2
W0017,2025-02-02,1017.08,1,6,0.94,1.06,1025.47
W0017,2025-02-03,619.47,1,0,0.87,0.86,1021.28
W0017,2025-02-04,1029.43,1,1,1.22,0.96,887.34
W0017,2025-02-05,742.8,1,2,0.87,1.05,922.86
W0017,2025-02-06,764.79,1,3,0.84,1.12,886.85
W0017,2025-02-07,962.78,1,4,1.18,0.96,866.51
W0017,2025-02-08,1131.49,1,5,1.24,0.98,880.26
W0017,2025-02-09,1379.46,1,6,1.09,1.15,911.66
W0017,2025-02-10,1102.07,1,0,1.12,1.08,963.64
W0017,2025-02-11,1065.88,1,1,1.23,1.12,977.48
W0017,2025-02-12,1107.17,1,2,1.21,1.0,985.52
W0017,2025-02-13,717.27,1,3,0.96,0.91,995.66
W0017,2025-02-14,1163.21,1,4,1.23,1.12,974.24
W0017,2025-02-15,1277.25,1,5,1.25,1.1,987.74
W0017,2025-02-16,866.63,1,6,0.81,1.17,1007.04
W0017,2025-02-17,902.25,1,0,1.03,1.2,998.27
W0017,2025-02-18,1294.2,1,1,1.25,1.15,992.62
W0017,2025-02-19,944.43,1,2,0.95,1.15,1009.37
W0017,2025-02-20,675.9,1,3,0.98,0.83,1005.95
W0017,2025-02-21,1084.54,1,4,1.13,1.06,989.45
W0017,2025-02-22,1291.39,1,5,1.16,1.1,993.98
W0017,2025-02-23,763.22,1,6,0.85,0.84,1007.5
W0017,2025-02-24,914.54,1,0,1.06,0.98,996.88
W0017,2025-02-25,711.27,1,1,0.8,0.94,993.45
W0017,2025-02-26,1035.91,1,2,1.15,0.99,982.16
W0017,2025-02-27,657.78,1,3,0.91,0.84,984.23
W0017,2025-02-28,744.45,1,4,0.98,0.92,972.14
W0018,2025-02-01,684.84,0,5,0.99,1.13,650.6
W0018,2025-02-02,496.43,0,6,0.83,1.03,684.84
W0018,2025-02-03,474.07,0,0,0.88,0.94,590.64
W0018,2025-02-04,808.47,0,1,1.26,1.05,551.78
W0018,2025-02-05,521.16,0,2,1.02,0.89,615.95
W0018,2025-02-06,498.96,0,3,0.86,1.09,596.99
W0018,2025-02-07,532.46,0,4,0.98,0.97,580.66
W0018,2025-02-08,617.71,0,5,1.12,0.9,573.77
W0018,2025-02-09,792.22,0,6,1.16,0.91,579.26
W0018,2025-02-10,616.41,0,0,1.24,0.88,602.92
W0018,2025-02-11,476.36,0,1,1.1,0.88,604.27
W0018,2025-02-12,778.37,0,2,1.19,1.12,592.64
W0018,2025-02-13,484.69,0,3,0.92,0.95,608.12
W0018,2025-02-14,607.09,0,4,0.84,1.16,598.63
W0018,2025-02-15,417.56,0,5,0.81,0.94,599.23
W0018,2025-02-16,719.63,0,6,1.01,1.02,587.12
W0018,2025-02-17,740.33,0,0,1.04,1.19,595.4
W0018,2025-02-18,425.95,0,1,0.81,0.89,603.93
W0018,2025-02-19,784.81,0,2,1.26,1.18,594.04
W0018,2025-02-20,732.75,0,3,1.16,1.11,604.08
W0018,2025-02-21,493.85,0,4,1.01,0.96,610.51
W0018,2025-02-22,413.99,0,5,0.88,0.83,604.96
W0018,2025-02-23,925.8,0,6,1.26,1.19,596.28
W0018,2025-02-24,746.81,0,0,1.18,1.06,610.6
W0018,2025-02-25,452.32,0,1,1.12,0.92,616.28
W0018,2025-02-26,502.8,0,2,0.92,0.9,609.72
W0018,2025-02-27,576.24,0,3,1.26,0.85,605.61
W0018,2025-02-28,647.88,0,4,1.13,1.06,604.52
W0019,2025-02-01,769.22,1,5,0.89,0.81,730.76
W0019,2025-02-02,995.14,1,6,0.97,1.01,769.22
W0019,2025-02-03,750.83,1,0,0.93,0.95,882.18
W0019,2025-02-04,743.66,1,1,1.17,0.85,838.4
W0019,2025-02-05,933.12,1,2,1.25,0.93,814.71
W0019,2025-02-06,966.86,1,3,0.93,1.19,838.39
W0019,2025-02-07,926.65,1,4,1.11,1.0,859.8
W0019,2025-02-08,1053.98,1,5,1.23,0.87,869.35
W0019,2025-02-09,1446.06,1,6,1.19,1.16,892.43
W0019,2025-02-10,829.66,1,0,0.8,1.14,953.95
W0019,2025-02-11,490.76,1,1,0.81,0.82,941.52
W0019,2025-02-12,977.49,1,2,0.89,1.18,900.54
W0019,2025-02-13,764.27,1,3,0.82,1.12,906.95
W0019,2025-02-14,624.99,1,4,0.91,0.9,895.98
W0019,2025-02-15,1162.57,1,5,1.26,0.93,876.62
W0019,2025-02-16,910.76,1,6,1.14,0.82,895.68
W0019,2025-02-17,655.66,1,0,1.06,0.82,896.63
W0019,2025-02-18,1220.19,1,1,1.23,1.11,882.45
W0019,2025-02-19,631.07,1,2,0.96,0.83,901.22
W0019,2025-02-20,909.2,1,3,0.95,1.11,887.0
W0019,2025-02-21,804.65,1,4,1.17,0.9,888.11
W0019,2025-02-22,1557.98,1,5,1.3,1.11,884.13
W0019,2025-02-23,1191.65,1,6,1.07,1.12,914.76
W0019,2025-02-24,950.44,1,0,1.07,1.05,926.8
W0019,2025-02-25,739.06,1,1,1.15,0.8,927.79
W0019,2025-02-26,998.24,1,2,0.99,1.1,920.24
W0019,2025-02-27,762.48,1,3,0.95,0.88,923.24
W0019,2025-02-28,1289.2,1,4,1.28,1.19,917.28
W0020,2025-02-01,511.97,0,5,0.87,0.91,486.37
W0020,2025-02-02,849.9,0,6,1.01,1.16,511.97
W0020,2025-02-03,591.64,0,0,1.17,1.03,680.94
W0020,2025-02-04,569.57,0,1,1.0,1.04,651.17
W0020,2025-02-05,512.18,0,2,0.83,1.06,630.77
W0020,2025-02-06,821.9,0,3,1.23,1.17,607.05
W0020,2025-02-07,596.19,0,4,1.0,1.13,642.86
W0020,2025-02-08,741.33,0,5,0.92,1.18,636.19
W0020,2025-02-09,596.49,0,6,1.19,0.84,649.34
W0020,2025-02-10,458.15,0,0,0.86,0.94,643.46
W0020,2025-02-11,546.17,0,1,1.19,0.98,624.93
W0020,2025-02-12,545.93,0,2,0.85,1.12,617.77
W0020,2025-02-13,536.58,0,3,0.95,1.08,611.78
W0020,2025-02-14,560.76,0,4,1.23,0.86,606.0
W0020,2025-02-15,928.44,0,5,1.16,1.19,602.77
W0020,2025-02-16,707.54,0,6,1.21,0.87,624.48
W0020,2025-02-17,668.82,0,0,1.23,1.02,629.67
W0020,2025-02-18,516.69,0,1,0.85,1.12,631.97
W0020,2025-02-19,394.71,0,2,0.86,0.82,625.57
W0020,2025-02-20,440.41,0,3,0.9,0.96,613.42
W0020,2025-02-21,797.23,0,4,1.14,1.18,604.77
W0020,2025-02-22,723.69,0,5,1.26,0.83,613.93
W0020,2025-02-23,705.58,0,6,0.9,1.06,618.92
W0020,2025-02-24,613.95,0,0,1.2,0.85,622.69
W0020,2025-02-25,620.11,0,1,1.27,0.82,622.33
W0020,2025-02-26,613.55,0,2,1.16,1.0,622.24
W0020,2025-02-27,461.75,0,3,0.99,0.97,621.9
W0020,2025-02-28,593.47,0,4,0.94,0.98,615.97
W0021,2025-02-01,557.51,0,5,0.87,1.05,529.63
W0021,2025-02-02,729.5,0,6,1.24,0.99,557.51
W0021,2025-02-03,472.39,0,0,0.99,0.97,643.5
W0021,2025-02-04,537.44,0,1,0.92,1.2,586.47
W0021,2025-02-05,418.22,0,2,1.07,0.81,574.21
W0021,2025-02-06,688.12,0,3,1.04,1.11,543.01
W0021,2025-02-07,532.24,0,4,0.97,1.03,567.2
W0021,2025-02-08,568.57,0,5,0.81,1.04,562.2
W0021,2025-02-09,674.39,0,6,1.21,0.91,563.0
W0021,2025-02-10,541.88,0,0,1.09,0.89,575.38
W0021,2025-02-11,439.03,0,1,0.88,0.9,572.03
W0021,2025-02-12,781.07,0,2,1.2,1.09,559.94
W0021,2025-02-13,639.23,0,3,1.18,1.18,578.36
W0021,2025-02-14,571.87,0,4,0.99,1.17,583.05
W0021,2025-02-15,687.66,0,5,1.3,0.87,582.25
W0021,2025-02-16,741.56,0,6,0.98,1.04,589.27
W0021,2025-02-17,631.52,0,0,0.98,1.03,598.79
W0021,2025-02-18,846.33,0,1,1.22,1.12,600.72
W0021,2025-02-19,729.96,0,2,1.29,1.02,614.36
W0021,2025-02-20,487.18,0,3,0.83,1.04,620.45
W0021,2025-02-21,407.15,0,4,0.81,0.99,613.78
W0021,2025-02-22,779.77,0,5,1.2,0.94,603.94
W0021,2025-02-23,919.66,0,6,1.2,1.15,611.94
W0021,2025-02-24,464.45,0,0,0.87,0.84,625.32
W0021,2025-02-25,623.96,0,1,1.06,0.95,618.61
W0021,2025-02-26,674.51,0,2,1.13,1.03,618.83
W0021,2025-02-27,576.4,0,3,0.97,0.93,620.97
W0021,2025-02-28,582.39,0,4,1.02,1.06,619.32
W0022,2025-02-01,1284.05,2,5,1.04,0.93,1219.85
W0022,2025-02-02,1437.6,2,6,1.11,0.94,1284.05
W0022,2025-02-03,1375.21,2,0,1.21,0.95,1360.82
W0022,2025-02-04,812.85,2,1,0.89,0.8,1365.62
W0022,2025-02-05,1472.18,2,2,1.15,1.03,1227.43
W0022,2025-02-06,1058.32,2,3,1.08,0.87,1276.38
W0022,2025-02-07,1235.59,2,4,0.96,1.12,1240.04
W0022,2025-02-08,1147.39,2,5,0.85,1.0,1239.4
W0022,2025-02-09,1024.39,2,6,0.84,0.94,1227.9
W0022,2025-02-10,1456.67,2,0,1.21,1.07,1205.29
W0022,2025-02-11,1328.77,2,1,1.16,0.93,1230.42
W0022,2025-02-12,1299.65,2,2,1.15,0.94,1239.37
W0022,2025-02-13,1607.78,2,3,1.19,1.09,1244.39
W0022,2025-02-14,1070.44,2,4,1.01,0.87,1272.34
W0022,2025-02-15,1564.18,2,5,1.01,1.15,1257.92
W0022,2025-02-16,1816.58,2,6,1.19,1.03,1278.34
W0022,2025-02-17,1074.13,2,0,0.91,0.98,1311.98
W0022,2025-02-18,862.38,2,1,0.81,0.9,1297.99
W0022,2025-02-19,981.37,2,2,0.85,0.94,1273.79
W0022,2025-02-20,1170.27,2,3,0.84,1.18,1258.4
W0022,2025-02-21,1560.43,2,4,1.29,0.94,1253.99
W0022,2025-02-22,1569.78,2,5,1.15,0.97,1268.58
W0022,2025-02-23,1406.43,2,6,1.1,0.97,1282.27
W0022,2025-02-24,1342.18,2,0,1.0,1.02,1287.67
W0022,2025-02-25,1519.86,2,1,1.26,1.02,1289.94
W0022,2025-02-26,943.65,2,2,0.85,0.96,1299.14
W0022,2025-02-27,1288.12,2,3,1.07,1.0,1285.47
W0022,2025-02-28,1140.51,2,4,0.84,1.13,1285.56
W0023,2025-02-01,714.1,0,5,1.11,0.99,678.39
W0023,2025-02-02,883.49,0,6,1.29,0.99,714.1
W0023,2025-02-03,678.94,0,0,1.19,0.99,798.8
W0023,2025-02-04,567.29,0,1,1.12,0.96,758.84
W0023,2025-02-05,523.14,0,2,0.99,0.95,710.96
W0023,2025-02-06,524.43,0,3,1.02,0.91,673.39
W0023,2025-02-07,736.07,0,4,1.22,1.03,648.56
W0023,2025-02-08,658.05,0,5,0.85,1.07,661.07
W0023,2025-02-09,754.71,0,6,1.01,1.1,660.69
W0023,2025-02-10,712.27,0,0,1.06,1.19,671.14
W0023,2025-02-11,700.69,0,1,1.14,1.17,675.25
W0023,2025-02-12,485.43,0,2,0.95,0.96,677.56
W0023,2025-02-13,493.6,0,3,1.23,0.81,661.55
W0023,2025-02-14,687.31,0,4,1.09,1.19,648.63
W0023,2025-02-15,689.32,0,5,0.87,1.18,651.39
W0023,2025-02-16,496.99,0,6,0.91,0.88,653.92
W0023,2025-02-17,522.0,0,0,0.84,1.07,644.11
W0023,2025-02-18,586.41,0,1,0.87,1.04,636.93
W0023,2025-02-19,583.04,0,2,0.96,1.09,634.12
W0023,2025-02-20,585.91,0,3,1.08,1.02,631.44
W0023,2025-02-21,690.11,0,4,1.23,1.01,629.16
W0023,2025-02-22,778.86,0,5,1.15,1.04,632.06
W0023,2025-02-23,367.69,0,6,0.86,0.86,638.73
W0023,2025-02-24,328.47,0,0,0.85,0.84,626.95
W0023,2025-02-25,795.8,0,1,1.19,1.11,614.51
W0023,2025-02-26,544.43,0,2,1.24,0.91,621.76
W0023,2025-02-27,609.85,0,3,1.13,1.03,618.79
W0023,2025-02-28,582.68,0,4,1.0,1.05,618.46
W0024,2025-02-01,1143.86,1,5,1.14,0.96,1086.67
W0024,2025-02-02,747.65,1,6,0.82,0.99,1143.86
W0024,2025-02-03,802.7,1,0,0.99,0.94,945.75
W0024,2025-02-04,1140.64,1,1,1.22,1.14,898.07
W0024,2025-02-05,1158.95,1,2,1.14,1.19,958.71
W0024,2025-02-06,1145.76,1,3,1.17,1.11,998.76
W0024,2025-02-07,872.35,1,4,0.96,1.09,1023.26
W0024,2025-02-08,1173.58,1,5,1.02,1.17,1001.7
W0024,2025-02-09,1127.7,1,6,1.04,1.01,1023.19
W0024,2025-02-10,792.56,1,0,0.83,1.08,1034.8
W0024,2025-02-11,879.41,1,1,1.0,1.11,1010.58
W0024,2025-02-12,860.12,1,2,0.89,1.15,998.65
W0024,2025-02-13,643.06,1,3,0.9,0.82,987.11
W0024,2025-02-14,736.36,1,4,0.98,0.88,960.64
W0024,2025-02-15,1031.8,1,5,0.98,0.99,944.62
W0024,2025-02-16,879.8,1,6,0.92,1.0,950.43
W0024,2025-02-17,1033.56,1,0,1.28,0.99,946.02
W0024,2025-02-18,918.74,1,1,1.22,0.9,951.17
W0024,2025-02-19,886.8,1,2,1.22,0.84,949.37
W0024,2025-02-20,1163.24,1,3,1.23,1.11,946.07
W0024,2025-02-21,693.71,1,4,0.91,0.89,956.93
W0024,2025-02-22,1188.04,1,5,1.13,1.01,944.4
W0024,2025-02-23,1382.85,1,6,1.28,1.07,955.47
W0024,2025-02-24,930.58,1,0,1.2,0.89,974.05
W0024,2025-02-25,1085.07,1,1,1.1,1.18,972.24
W0024,2025-02-26,850.38,1,2,0.94,1.16,976.76
W0024,2025-02-27,1033.01,1,3,1.23,0.98,971.9
W0024,2025-02-28,987.62,1,4,1.06,1.05,974.16
W0025,2025-02-01,669.03,0,5,1.09,0.8,635.58
W0025,2025-02-02,696.61,0,6,1.08,1.04,669.03
W0025,2025-02-03,599.97,0,0,1.14,0.99,682.82
W0025,2025-02-04,514.94,0,1,0.96,0.91,655.2
W0025,2025-02-05,714.62,0,2,1.13,1.18,620.14
W0025,2025-02-06,498.39,0,3,1.06,0.9,639.03
W0025,2025-02-07,539.15,0,4,0.83,1.14,615.59
W0025,2025-02-08,474.89,0,5,0.96,0.86,604.67
W0025,2025-02-09,570.11,0,6,1.05,0.92,588.45
W0025,2025-02-10,765.49,0,0,1.09,1.2,586.41
W0025,2025-02-11,608.2,0,1,1.21,0.94,604.32
W0025,2025-02-12,535.71,0,2,1.12,0.99,604.67
W0025,2025-02-13,647.12,0,3,1.27,0.94,598.93
W0025,2025-02-14,662.95,0,4,1.13,1.02,602.63
W0025,2025-02-15,605.62,0,5,0.95,0.99,606.94
W0025,2025-02-16,909.9,0,6,1.26,1.18,606.85
W0025,2025-02-17,570.03,0,0,1.13,0.89,625.79
W0025,2025-02-18,738.68,0,1,1.01,1.15,622.51
W0025,2025-02-19,536.45,0,2,0.99,1.03,628.97
W0025,2025-02-20,484.98,0,3,0.83,1.05,624.1
W0025,2025-02-21,597.09,0,4,1.09,1.05,617.14
W0025,2025-02-22,602.92,0,5,0.86,1.07,616.19
W0025,2025-02-23,786.79,0,6,1.01,1.15,615.58
W0025,2025-02-24,820.82,0,0,1.29,1.16,623.03
W0025,2025-02-25,630.63,0,1,1.29,0.86,631.27
W0025,2025-02-26,405.67,0,2,0.84,0.93,631.24
W0025,2025-02-27,711.08,0,3,1.29,0.93,622.57
W0025,2025-02-28,569.0,0,4,0.9,1.11,625.85
W0026,2025-02-01,1343.5,2,5,1.09,0.86,1276.33
W0026,2025-02-02,1363.25,2,6,1.02,0.97,1343.5
W0026,2025-02-03,919.23,2,0,1.04,0.8,1353.38
W0026,2025-02-04,1764.7,2,1,1.28,1.16,1208.66
W0026,2025-02-05,1434.68,2,2,1.18,1.01,1347.67
W0026,2025-02-06,1250.07,2,3,1.17,0.89,1365.07
W0026,2025-02-07,1416.22,2,4,1.24,0.92,1345.9
W0026,2025-02-08,1123.71,2,5,0.95,0.83,1355.95
W0026,2025-02-09,1709.65,2,6,1.27,0.98,1326.92
W0026,2025-02-10,1154.75,2,0,1.14,0.85,1369.45
W0026,2025-02-11,1560.02,2,1,1.3,1.0,1347.98
W0026,2025-02-12,1649.98,2,2,1.25,1.12,1367.25
W0026,2025-02-13,899.37,2,3,0.81,0.89,1390.81
W0026,2025-02-14,968.73,2,4,0.81,1.0,1353.01
W0026,2025-02-15,1275.7,2,5,0.86,1.08,1325.56
W0026,2025-02-16,1819.79,2,6,1.19,1.05,1322.24
W0026,2025-02-17,834.66,2,0,0.82,0.84,1353.33
W0026,2025-02-18,997.88,2,1,0.86,0.98,1322.82
W0026,2025-02-19,918.7,2,2,0.86,0.9,1304.77
W0026,2025-02-20,1062.02,2,3,1.14,0.8,1284.45
W0026,2025-02-21,948.83,2,4,1.01,0.84,1273.33
W0026,2025-02-22,1584.05,2,5,1.15,0.97,1257.88
W0026,2025-02-23,1562.01,2,6,1.06,1.05,1272.7
W0026,2025-02-24,1407.92,2,0,1.1,1.11,1285.28
W0026,2025-02-25,1709.95,2,1,1.22,1.19,1290.39
W0026,2025-02-26,1117.1,2,2,0.88,1.02,1307.17
W0026,2025-02-27,1596.68,2,3,1.26,1.08,1299.86
W0026,2025-02-28,820.91,2,4,0.81,0.84,1310.86
W0027,2025-02-01,1326.26,2,5,0.86,1.03,1259.95
W0027,2025-02-02,1291.31,2,6,0.84,1.09,1326.26
W0027,2025-02-03,1355.88,2,0,1.12,0.98,1308.78
W0027,2025-02-04,1119.91,2,1,0.83,1.13,1324.48
W0027,2025-02-05,1648.34,2,2,1.24,1.14,1273.34
W0027,2025-02-06,1088.04,2,3,1.01,0.85,1348.34
W0027,2025-02-07,1739.4,2,4,1.23,1.16,1304.96
W0027,2025-02-08,1489.06,2,5,1.12,0.93,1367.02
W0027,2025-02-09,1631.43,2,6,1.28,0.91,1382.28
W0027,2025-02-10,1023.59,2,0,0.86,0.96,1409.96
W0027,2025-02-11,1375.65,2,1,1.03,1.13,1371.32
W0027,2025-02-12,1340.78,2,2,1.01,1.15,1371.72
W0027,2025-02-13,876.73,2,3,0.88,0.85,1369.14
W0027,2025-02-14,1090.0,2,4,1.22,0.84,1331.26
W0027,2025-02-15,1702.7,2,5,1.26,0.99,1314.03
W0027,2025-02-16,1793.33,2,6,1.19,1.04,1339.94
W0027,2025-02-17,1666.58,2,0,1.24,1.09,1368.28
W0027,2025-02-18,1411.56,2,1,1.04,1.16,1385.82
W0027,2025-02-19,1011.49,2,2,1.02,0.83,1387.25
W0027,2025-02-20,1484.24,2,3,1.23,1.01,1367.48
W0027,2025-02-21,1550.68,2,4,1.17,1.09,1373.31
W0027,2025-02-22,1896.6,2,5,1.24,1.01,1381.76
W0027,2025-02-23,1464.19,2,6,1.11,0.97,1405.16
W0027,2025-02-24,1164.2,2,0,1.12,0.86,1407.73
W0027,2025-02-25,1678.51,2,1,1.21,1.16,1397.58
W0027,2025-02-26,1519.01,2,2,1.27,1.0,1408.82
W0027,2025-02-27,1278.29,2,3,1.03,1.0,1413.06
W0027,2025-02-28,1143.28,2,4,0.96,0.93,1408.07
W0028,2025-02-01,876.18,1,5,0.94,1.0,832.37
W0028,2025-02-02,889.33,1,6,0.84,0.98,876.18
W0028,2025-02-03,657.36,1,0,0.84,1.0,882.76
W0028,2025-02-04,934.08,1,1,1.17,0.81,807.62
W0028,2025-02-05,599.42,1,2,1.0,0.81,839.24
W0028,2025-02-06,1185.41,1,3,1.2,1.19,791.27
W0028,2025-02-07,1036.93,1,4,1.12,1.16,856.96
W0028,2025-02-08,951.51,1,5,1.03,0.94,882.67
W0028,2025-02-09,1379.2,1,6,1.21,1.14,891.28
W0028,2025-02-10,869.42,1,0,1.16,0.95,945.49
W0028,2025-02-11,733.62,1,1,1.03,0.84,937.88
W0028,2025-02-12,871.86,1,2,0.98,1.05,919.31
W0028,2025-02-13,1023.75,1,3,1.2,1.02,915.36
W0028,2025-02-14,1079.38,1,4,1.25,1.0,923.7
W0028,2025-02-15,1322.79,1,5,1.21,1.1,934.82
W0028,2025-02-16,999.68,1,6,0.86,1.14,960.68
W0028,2025-02-17,860.93,1,0,1.21,0.88,963.12
W0028,2025-02-18,803.46,1,1,0.82,1.05,957.11
W0028,2025-02-19,866.64,1,2,1.14,0.85,948.57
W0028,2025-02-20,891.73,1,3,1.09,1.0,944.26
W0028,2025-02-21,864.91,1,4,1.28,0.8,941.63
W0028,2025-02-22,1008.38,1,5,1.02,1.03,937.98
W0028,2025-02-23,1426.95,1,6,1.19,1.16,941.18
W0028,2025-02-24,847.37,1,0,0.85,1.06,962.3
W0028,2025-02-25,907.82,1,1,1.1,0.93,957.51
W0028,2025-02-26,974.48,1,2,1.1,1.08,955.52
W0028,2025-02-27,727.73,1,3,0.92,0.96,956.25
W0028,2025-02-28,912.03,1,4,1.2,0.86,947.79
W0029,2025-02-01,855.76,0,5,1.1,1.15,812.97
W0029,2025-02-02,626.59,0,6,0.96,1.09,855.76
W0029,2025-02-03,423.54,0,0,0.91,0.88,741.18
W0029,2025-02-04,514.78,0,1,1.26,0.85,635.3
W0029,2025-02-05,786.62,0,2,1.16,1.19,605.17
W0029,2025-02-06,721.49,0,3,1.12,1.08,641.46
W0029,2025-02-07,558.24,0,4,1.18,1.02,654.8
W0029,2025-02-08,752.93,0,5,1.16,1.07,641.0
W0029,2025-02-09,815.48,0,6,1.07,1.15,654.99
W0029,2025-02-10,448.39,0,0,0.99,0.82,672.83
W0029,2025-02-11,447.14,0,1,0.83,0.91,650.38
W0029,2025-02-12,399.49,0,2,1.14,0.86,631.91
W0029,2025-02-13,524.5,0,3,0.83,1.11,612.54
W0029,2025-02-14,588.04,0,4,0.98,0.98,605.77
W0029,2025-02-15,782.42,0,5,1.11,1.07,604.5
W0029,2025-02-16,719.18,0,6,0.99,1.0,616.36
W0029,2025-02-17,730.0,0,0,1.15,1.08,622.79
W0029,2025-02-18,636.42,0,1,1.01,1.12,629.09
W0029,2025-02-19,823.96,0,2,1.14,1.19,629.5
W0029,2025-02-20,596.61,0,3,0.9,1.15,639.74
W0029,2025-02-21,673.82,0,4,1.23,0.98,637.58
W0029,2025-02-22,779.07,0,5,1.15,0.95,639.3
W0029,2025-02-23,692.84,0,6,1.17,0.88,645.66
W0029,2025-02-24,640.06,0,0,1.29,0.83,647.71
W0029,2025-02-25,777.9,0,1,1.28,1.09,647.39
W0029,2025-02-26,480.29,0,2,0.94,0.91,652.61
W0029,2025-02-27,607.76,0,3,0.88,1.14,645.98
W0029,2025-02-28,574.76,0,4,1.27,0.82,644.57
W0030,2025-02-01,1257.58,1,5,1.26,1.04,1194.7
W0030,2025-02-02,998.98,1,6,0.95,1.12,1257.58
W0030,2025-02-03,647.29,1,0,0.84,1.08,1128.28
W0030,2025-02-04,980.18,1,1,1.06,1.11,967.95
W0030,2025-02-05,724.88,1,2,0.88,1.02,971.01
W0030,2025-02-06,1154.22,1,3,1.24,1.07,921.78
W0030,2025-02-07,824.58,1,4,0.97,0.92,960.52
W0030,2025-02-08,1051.68,1,5,1.04,1.02,941.1
W0030,2025-02-09,951.11,1,6,1.12,0.85,954.92
W0030,2025-02-10,1035.46,1,0,1.26,0.9,954.5
W0030,2025-02-11,736.02,1,1,0.82,1.15,962.6
W0030,2025-02-12,718.39,1,2,0.86,0.9,942.0
W0030,2025-02-13,713.36,1,3,1.16,0.81,923.36
W0030,2025-02-14,891.93,1,4,1.06,1.0,907.21
W0030,2025-02-15,950.81,1,5,1.04,0.92,906.12
W0030,2025-02-16,1041.87,1,6,0.85,1.19,909.1
W0030,2025-02-17,972.16,1,0,1.07,1.05,917.4
W0030,2025-02-18,895.98,1,1,0.91,1.07,920.62
W0030,2025-02-19,961.32,1,2,1.22,0.88,919.25
W0030,2025-02-20,874.29,1,3,1.17,0.97,921.46
W0030,2025-02-21,849.37,1,4,1.21,0.83,919.1
W0030,2025-02-22,919.71,1,5,1.16,0.82,915.78
W0030,2025-02-23,830.81,1,6,0.89,0.9,915.96
W0030,2025-02-24,733.97,1,0,1.0,0.98,912.26
W0030,2025-02-25,771.22,1,1,1.0,0.93,904.83
W0030,2025-02-26,757.25,1,2,0.8,1.09,899.49
W0030,2025-02-27,869.2,1,3,0.83,1.1,894.02
W0030,2025-02-28,860.39,1,4,0.98,1.0,893.1
W0031,2025-02-01,630.28,0,5,0.94,1.07,598.77
W0031,2025-02-02,819.65,0,6,0.99,1.13,630.28
W0031,2025-02-03,428.94,0,0,0.88,0.89,724.96
W0031,2025-02-04,528.08,0,1,1.22,0.92,626.29
W0031,2025-02-05,665.05,0,2,1.12,0.92,601.74
W0031,2025-02-06,632.55,0,3,1.23,1.06,614.4
W0031,2025-02-07,582.69,0,4,1.28,0.8,617.43
W0031,2025-02-08,523.95,0,5,0.82,1.03,612.46
W0031,2025-02-09,562.28,0,6,1.07,0.83,601.4
W0031,2025-02-10,500.25,0,0,0.91,1.16,597.05
W0031,2025-02-11,609.7,0,1,1.23,0.86,587.37
W0031,2025-02-12,498.16,0,2,0.93,0.85,589.4
W0031,2025-02-13,724.37,0,3,1.14,1.03,581.8
W0031,2025-02-14,757.24,0,4,1.3,1.02,592.77
W0031,2025-02-15,603.17,0,5,1.12,0.83,604.51
W0031,2025-02-16,860.83,0,6,1.09,1.18,604.42
W0031,2025-02-17,553.86,0,0,1.14,0.89,620.45
W0031,2025-02-18,508.61,0,1,0.9,0.99,616.53
W0031,2025-02-19,549.68,0,2,0.96,1.06,610.54
W0031,2025-02-20,638.32,0,3,1.08,1.12,607.33
W0031,2025-02-21,578.53,0,4,1.28,0.87,608.88
W0031,2025-02-22,865.41,0,5,1.16,1.06,607.44
W0031,2025-02-23,620.92,0,6,0.98,1.07,619.16
W0031,2025-02-24,654.77,0,0,1.19,0.99,619.24
W0031,2025-02-25,530.87,0,1,0.85,1.06,620.72
W0031,2025-02-26,791.97,0,2,1.21,1.16,617.13
W0031,2025-02-27,483.13,0,3,0.9,1.09,623.85
W0031,2025-02-28,726.17,0,4,1.25,1.14,618.64
W0032,2025-02-01,1796.25,2,5,1.12,1.13,1706.44
W0032,2025-02-02,1019.53,2,6,0.82,0.9,1796.25
W0032,2025-02-03,1390.73,2,0,1.07,1.06,1407.89
W0032,2025-02-04,1600.13,2,1,1.25,1.04,1402.17
W0032,2025-02-05,1232.82,2,2,1.23,0.85,1451.66
W0032,2025-02-06,940.65,2,3,0.98,0.8,1407.89
W0032,2025-02-07,1389.18,2,4,0.92,1.19,1330.02
W0032,2025-02-08,1403.96,2,5,1.18,0.86,1338.47
W0032,2025-02-09,1637.75,2,6,1.08,1.03,1346.66
W0032,2025-02-10,1314.17,2,0,1.27,0.82,1379.0
W0032,2025-02-11,1256.95,2,1,1.18,0.89,1372.52
